"date";"ticker";"field";"override";"override_period";"value";"extraction_date"
"2019-09-24";IBOV Index;PX_Last;;;103,875.7;"2023-08-21"
"2019-09-25";IBOV Index;PX_Last;;;104,481;"2023-08-21"
"2019-09-26";IBOV Index;PX_Last;;;105,319.4;"2023-08-21"
"2019-09-27";IBOV Index;PX_Last;;;105,077.6;"2023-08-21"
"2019-09-30";IBOV Index;PX_Last;;;104,745.3;"2023-08-21"
"2019-10-01";IBOV Index;PX_Last;;;104,053.4;"2023-08-21"
"2019-10-02";IBOV Index;PX_Last;;;101,031.4;"2023-08-21"
"2019-10-03";IBOV Index;PX_Last;;;101,516;"2023-08-21"
"2019-10-04";IBOV Index;PX_Last;;;102,551.3;"2023-08-21"
"2019-10-07";IBOV Index;PX_Last;;;100,572.8;"2023-08-21"
"2019-10-08";IBOV Index;PX_Last;;;99,981.4;"2023-08-21"
"2019-10-09";IBOV Index;PX_Last;;;101,248.8;"2023-08-21"
"2019-10-10";IBOV Index;PX_Last;;;101,817.1;"2023-08-21"
"2019-10-11";IBOV Index;PX_Last;;;103,831.9;"2023-08-21"
"2019-10-14";IBOV Index;PX_Last;;;104,301.6;"2023-08-21"
"2019-10-15";IBOV Index;PX_Last;;;104,489.6;"2023-08-21"
"2019-10-16";IBOV Index;PX_Last;;;105,422.8;"2023-08-21"
"2019-10-17";IBOV Index;PX_Last;;;105,015.8;"2023-08-21"
"2019-10-18";IBOV Index;PX_Last;;;104,728.9;"2023-08-21"
"2019-10-21";IBOV Index;PX_Last;;;106,022.3;"2023-08-21"
"2019-10-22";IBOV Index;PX_Last;;;107,381.1;"2023-08-21"
"2019-10-23";IBOV Index;PX_Last;;;107,543.6;"2023-08-21"
"2019-10-24";IBOV Index;PX_Last;;;106,986.1;"2023-08-21"
"2019-10-25";IBOV Index;PX_Last;;;107,363.8;"2023-08-21"
"2019-10-28";IBOV Index;PX_Last;;;108,187.1;"2023-08-21"
"2019-10-29";IBOV Index;PX_Last;;;107,556.3;"2023-08-21"
"2019-10-30";IBOV Index;PX_Last;;;108,407.5;"2023-08-21"
"2019-10-31";IBOV Index;PX_Last;;;107,219.8;"2023-08-21"
"2019-11-01";IBOV Index;PX_Last;;;108,195.6;"2023-08-21"
"2019-11-04";IBOV Index;PX_Last;;;108,779.3;"2023-08-21"
"2019-11-05";IBOV Index;PX_Last;;;108,719;"2023-08-21"
"2019-11-06";IBOV Index;PX_Last;;;108,360.2;"2023-08-21"
"2019-11-07";IBOV Index;PX_Last;;;109,580.6;"2023-08-21"
"2019-11-08";IBOV Index;PX_Last;;;107,629;"2023-08-21"
"2019-11-11";IBOV Index;PX_Last;;;108,367.4;"2023-08-21"
"2019-11-12";IBOV Index;PX_Last;;;106,751.1;"2023-08-21"
"2019-11-13";IBOV Index;PX_Last;;;106,060;"2023-08-21"
"2019-11-14";IBOV Index;PX_Last;;;106,556.9;"2023-08-21"
"2019-11-18";IBOV Index;PX_Last;;;106,269.3;"2023-08-21"
"2019-11-19";IBOV Index;PX_Last;;;105,864.2;"2023-08-21"
"2019-11-21";IBOV Index;PX_Last;;;107,496.7;"2023-08-21"
"2019-11-22";IBOV Index;PX_Last;;;108,692.3;"2023-08-21"
"2019-11-25";IBOV Index;PX_Last;;;108,423.9;"2023-08-21"
"2019-11-26";IBOV Index;PX_Last;;;107,059.4;"2023-08-21"
"2019-11-27";IBOV Index;PX_Last;;;107,707.8;"2023-08-21"
"2019-11-28";IBOV Index;PX_Last;;;108,290.1;"2023-08-21"
"2019-11-29";IBOV Index;PX_Last;;;108,233.3;"2023-08-21"
"2019-12-02";IBOV Index;PX_Last;;;108,927.8;"2023-08-21"
"2019-12-03";IBOV Index;PX_Last;;;108,956;"2023-08-21"
"2019-12-04";IBOV Index;PX_Last;;;110,300.9;"2023-08-21"
"2019-12-05";IBOV Index;PX_Last;;;110,622.3;"2023-08-21"
"2019-12-06";IBOV Index;PX_Last;;;111,125.8;"2023-08-21"
"2019-12-09";IBOV Index;PX_Last;;;110,977.2;"2023-08-21"
"2019-12-10";IBOV Index;PX_Last;;;110,672;"2023-08-21"
"2019-12-11";IBOV Index;PX_Last;;;110,963.9;"2023-08-21"
"2019-12-12";IBOV Index;PX_Last;;;112,199.7;"2023-08-21"
"2019-12-13";IBOV Index;PX_Last;;;112,564.9;"2023-08-21"
"2019-12-16";IBOV Index;PX_Last;;;111,896;"2023-08-21"
"2019-12-17";IBOV Index;PX_Last;;;112,615.7;"2023-08-21"
"2019-12-18";IBOV Index;PX_Last;;;114,314.7;"2023-08-21"
"2019-12-19";IBOV Index;PX_Last;;;115,131.3;"2023-08-21"
"2019-12-20";IBOV Index;PX_Last;;;115,121.1;"2023-08-21"
"2019-12-23";IBOV Index;PX_Last;;;115,863.3;"2023-08-21"
"2019-12-26";IBOV Index;PX_Last;;;117,203.2;"2023-08-21"
"2019-12-27";IBOV Index;PX_Last;;;116,534;"2023-08-21"
"2019-12-30";IBOV Index;PX_Last;;;115,645.3;"2023-08-21"
"2020-01-02";IBOV Index;PX_Last;;;118,573.1;"2023-08-21"
"2020-01-03";IBOV Index;PX_Last;;;117,706.7;"2023-08-21"
"2020-01-06";IBOV Index;PX_Last;;;116,877.9;"2023-08-21"
"2020-01-07";IBOV Index;PX_Last;;;116,661.9;"2023-08-21"
"2020-01-08";IBOV Index;PX_Last;;;116,247;"2023-08-21"
"2020-01-09";IBOV Index;PX_Last;;;115,947.1;"2023-08-21"
"2020-01-10";IBOV Index;PX_Last;;;115,503.4;"2023-08-21"
"2020-01-13";IBOV Index;PX_Last;;;117,325.3;"2023-08-21"
"2020-01-14";IBOV Index;PX_Last;;;117,632.4;"2023-08-21"
"2020-01-15";IBOV Index;PX_Last;;;116,414.4;"2023-08-21"
"2020-01-16";IBOV Index;PX_Last;;;116,704.2;"2023-08-21"
"2020-01-17";IBOV Index;PX_Last;;;118,478.3;"2023-08-21"
"2020-01-20";IBOV Index;PX_Last;;;118,861.6;"2023-08-21"
"2020-01-21";IBOV Index;PX_Last;;;117,026;"2023-08-21"
"2020-01-22";IBOV Index;PX_Last;;;118,391.4;"2023-08-21"
"2020-01-23";IBOV Index;PX_Last;;;119,527.6;"2023-08-21"
"2020-01-24";IBOV Index;PX_Last;;;118,376.4;"2023-08-21"
"2020-01-27";IBOV Index;PX_Last;;;114,481.8;"2023-08-21"
"2020-01-28";IBOV Index;PX_Last;;;116,479;"2023-08-21"
"2020-01-29";IBOV Index;PX_Last;;;115,384.8;"2023-08-21"
"2020-01-30";IBOV Index;PX_Last;;;115,528;"2023-08-21"
"2020-01-31";IBOV Index;PX_Last;;;113,760.6;"2023-08-21"
"2020-02-03";IBOV Index;PX_Last;;;114,629.2;"2023-08-21"
"2020-02-04";IBOV Index;PX_Last;;;115,556.7;"2023-08-21"
"2020-02-05";IBOV Index;PX_Last;;;116,028.3;"2023-08-21"
"2020-02-06";IBOV Index;PX_Last;;;115,190;"2023-08-21"
"2020-02-07";IBOV Index;PX_Last;;;113,770.3;"2023-08-21"
"2020-02-10";IBOV Index;PX_Last;;;112,570.3;"2023-08-21"
"2020-02-11";IBOV Index;PX_Last;;;115,370.6;"2023-08-21"
"2020-02-12";IBOV Index;PX_Last;;;116,674.1;"2023-08-21"
"2020-02-13";IBOV Index;PX_Last;;;115,662.4;"2023-08-21"
"2020-02-14";IBOV Index;PX_Last;;;114,380.7;"2023-08-21"
"2020-02-17";IBOV Index;PX_Last;;;115,309.1;"2023-08-21"
"2020-02-18";IBOV Index;PX_Last;;;114,977.3;"2023-08-21"
"2020-02-19";IBOV Index;PX_Last;;;116,517.6;"2023-08-21"
"2020-02-20";IBOV Index;PX_Last;;;114,586.2;"2023-08-21"
"2020-02-21";IBOV Index;PX_Last;;;113,681.4;"2023-08-21"
"2020-02-26";IBOV Index;PX_Last;;;105,718.3;"2023-08-21"
"2020-02-27";IBOV Index;PX_Last;;;102,983.5;"2023-08-21"
"2020-02-28";IBOV Index;PX_Last;;;104,171.6;"2023-08-21"
"2020-03-02";IBOV Index;PX_Last;;;106,625.4;"2023-08-21"
"2020-03-03";IBOV Index;PX_Last;;;105,537.1;"2023-08-21"
"2020-03-04";IBOV Index;PX_Last;;;107,224.2;"2023-08-21"
"2020-03-05";IBOV Index;PX_Last;;;102,233.2;"2023-08-21"
"2020-03-06";IBOV Index;PX_Last;;;97,996.77;"2023-08-21"
"2020-03-09";IBOV Index;PX_Last;;;86,067.2;"2023-08-21"
"2020-03-10";IBOV Index;PX_Last;;;92,214.47;"2023-08-21"
"2020-03-11";IBOV Index;PX_Last;;;85,171.13;"2023-08-21"
"2020-03-12";IBOV Index;PX_Last;;;72,582.53;"2023-08-21"
"2020-03-13";IBOV Index;PX_Last;;;82,677.91;"2023-08-21"
"2020-03-16";IBOV Index;PX_Last;;;71,168.05;"2023-08-21"
"2020-03-17";IBOV Index;PX_Last;;;74,617.24;"2023-08-21"
"2020-03-18";IBOV Index;PX_Last;;;66,894.95;"2023-08-21"
"2020-03-19";IBOV Index;PX_Last;;;68,331.8;"2023-08-21"
"2020-03-20";IBOV Index;PX_Last;;;67,069.36;"2023-08-21"
"2020-03-23";IBOV Index;PX_Last;;;63,569.62;"2023-08-21"
"2020-03-24";IBOV Index;PX_Last;;;69,729.3;"2023-08-21"
"2020-03-25";IBOV Index;PX_Last;;;74,955.57;"2023-08-21"
"2020-03-26";IBOV Index;PX_Last;;;77,709.66;"2023-08-21"
"2020-03-27";IBOV Index;PX_Last;;;73,428.78;"2023-08-21"
"2020-03-30";IBOV Index;PX_Last;;;74,639.48;"2023-08-21"
"2020-03-31";IBOV Index;PX_Last;;;73,019.76;"2023-08-21"
"2020-04-01";IBOV Index;PX_Last;;;70,966.7;"2023-08-21"
"2020-04-02";IBOV Index;PX_Last;;;72,253.46;"2023-08-21"
"2020-04-03";IBOV Index;PX_Last;;;69,537.56;"2023-08-21"
"2020-04-06";IBOV Index;PX_Last;;;74,072.98;"2023-08-21"
"2020-04-07";IBOV Index;PX_Last;;;76,358.09;"2023-08-21"
"2020-04-08";IBOV Index;PX_Last;;;78,624.62;"2023-08-21"
"2020-04-09";IBOV Index;PX_Last;;;77,681.94;"2023-08-21"
"2020-04-13";IBOV Index;PX_Last;;;78,835.82;"2023-08-21"
"2020-04-14";IBOV Index;PX_Last;;;79,918.36;"2023-08-21"
"2020-04-15";IBOV Index;PX_Last;;;78,831.46;"2023-08-21"
"2020-04-16";IBOV Index;PX_Last;;;77,811.85;"2023-08-21"
"2020-04-17";IBOV Index;PX_Last;;;78,990.29;"2023-08-21"
"2020-04-20";IBOV Index;PX_Last;;;78,972.76;"2023-08-21"
"2020-04-22";IBOV Index;PX_Last;;;80,687.15;"2023-08-21"
"2020-04-23";IBOV Index;PX_Last;;;79,673.3;"2023-08-21"
"2020-04-24";IBOV Index;PX_Last;;;75,330.61;"2023-08-21"
"2020-04-27";IBOV Index;PX_Last;;;78,238.6;"2023-08-21"
"2020-04-28";IBOV Index;PX_Last;;;81,312.23;"2023-08-21"
"2020-04-29";IBOV Index;PX_Last;;;83,170.8;"2023-08-21"
"2020-04-30";IBOV Index;PX_Last;;;80,505.89;"2023-08-21"
"2020-05-04";IBOV Index;PX_Last;;;78,876.22;"2023-08-21"
"2020-05-05";IBOV Index;PX_Last;;;79,470.78;"2023-08-21"
"2020-05-06";IBOV Index;PX_Last;;;79,063.68;"2023-08-21"
"2020-05-07";IBOV Index;PX_Last;;;78,118.57;"2023-08-21"
"2020-05-08";IBOV Index;PX_Last;;;80,263.35;"2023-08-21"
"2020-05-11";IBOV Index;PX_Last;;;79,064.6;"2023-08-21"
"2020-05-12";IBOV Index;PX_Last;;;77,871.95;"2023-08-21"
"2020-05-13";IBOV Index;PX_Last;;;77,772.2;"2023-08-21"
"2020-05-14";IBOV Index;PX_Last;;;79,010.81;"2023-08-21"
"2020-05-15";IBOV Index;PX_Last;;;77,556.62;"2023-08-21"
"2020-05-18";IBOV Index;PX_Last;;;81,194.29;"2023-08-21"
"2020-05-19";IBOV Index;PX_Last;;;80,742.35;"2023-08-21"
"2020-05-20";IBOV Index;PX_Last;;;81,319.45;"2023-08-21"
"2020-05-21";IBOV Index;PX_Last;;;83,027.09;"2023-08-21"
"2020-05-22";IBOV Index;PX_Last;;;82,173.21;"2023-08-21"
"2020-05-25";IBOV Index;PX_Last;;;85,663.48;"2023-08-21"
"2020-05-26";IBOV Index;PX_Last;;;85,468.91;"2023-08-21"
"2020-05-27";IBOV Index;PX_Last;;;87,946.25;"2023-08-21"
"2020-05-28";IBOV Index;PX_Last;;;86,949.09;"2023-08-21"
"2020-05-29";IBOV Index;PX_Last;;;87,402.59;"2023-08-21"
"2020-06-01";IBOV Index;PX_Last;;;88,620.1;"2023-08-21"
"2020-06-02";IBOV Index;PX_Last;;;91,046.38;"2023-08-21"
"2020-06-03";IBOV Index;PX_Last;;;93,002.14;"2023-08-21"
"2020-06-04";IBOV Index;PX_Last;;;93,828.61;"2023-08-21"
"2020-06-05";IBOV Index;PX_Last;;;94,637.06;"2023-08-21"
"2020-06-08";IBOV Index;PX_Last;;;97,644.67;"2023-08-21"
"2020-06-09";IBOV Index;PX_Last;;;96,746.55;"2023-08-21"
"2020-06-10";IBOV Index;PX_Last;;;94,685.98;"2023-08-21"
"2020-06-12";IBOV Index;PX_Last;;;92,795.27;"2023-08-21"
"2020-06-15";IBOV Index;PX_Last;;;92,375.52;"2023-08-21"
"2020-06-16";IBOV Index;PX_Last;;;93,531.17;"2023-08-21"
"2020-06-17";IBOV Index;PX_Last;;;95,547.29;"2023-08-21"
"2020-06-18";IBOV Index;PX_Last;;;96,125.24;"2023-08-21"
"2020-06-19";IBOV Index;PX_Last;;;96,572.1;"2023-08-21"
"2020-06-22";IBOV Index;PX_Last;;;95,335.96;"2023-08-21"
"2020-06-23";IBOV Index;PX_Last;;;95,975.16;"2023-08-21"
"2020-06-24";IBOV Index;PX_Last;;;94,377.36;"2023-08-21"
"2020-06-25";IBOV Index;PX_Last;;;95,983.09;"2023-08-21"
"2020-06-26";IBOV Index;PX_Last;;;93,834.49;"2023-08-21"
"2020-06-29";IBOV Index;PX_Last;;;95,735.35;"2023-08-21"
"2020-06-30";IBOV Index;PX_Last;;;95,055.82;"2023-08-21"
"2020-07-01";IBOV Index;PX_Last;;;96,203.2;"2023-08-21"
"2020-07-02";IBOV Index;PX_Last;;;96,234.96;"2023-08-21"
"2020-07-03";IBOV Index;PX_Last;;;96,764.85;"2023-08-21"
"2020-07-06";IBOV Index;PX_Last;;;98,937.16;"2023-08-21"
"2020-07-07";IBOV Index;PX_Last;;;97,761.04;"2023-08-21"
"2020-07-08";IBOV Index;PX_Last;;;99,769.88;"2023-08-21"
"2020-07-09";IBOV Index;PX_Last;;;99,160.33;"2023-08-21"
"2020-07-10";IBOV Index;PX_Last;;;100,031.8;"2023-08-21"
"2020-07-13";IBOV Index;PX_Last;;;98,697.06;"2023-08-21"
"2020-07-14";IBOV Index;PX_Last;;;100,440.2;"2023-08-21"
"2020-07-15";IBOV Index;PX_Last;;;101,790.5;"2023-08-21"
"2020-07-16";IBOV Index;PX_Last;;;100,553.3;"2023-08-21"
"2020-07-17";IBOV Index;PX_Last;;;102,888.3;"2023-08-21"
"2020-07-20";IBOV Index;PX_Last;;;104,426.4;"2023-08-21"
"2020-07-21";IBOV Index;PX_Last;;;104,309.7;"2023-08-21"
"2020-07-22";IBOV Index;PX_Last;;;104,289.6;"2023-08-21"
"2020-07-23";IBOV Index;PX_Last;;;102,293.3;"2023-08-21"
"2020-07-24";IBOV Index;PX_Last;;;102,381.6;"2023-08-21"
"2020-07-27";IBOV Index;PX_Last;;;104,477.1;"2023-08-21"
"2020-07-28";IBOV Index;PX_Last;;;104,109.1;"2023-08-21"
"2020-07-29";IBOV Index;PX_Last;;;105,605.2;"2023-08-21"
"2020-07-30";IBOV Index;PX_Last;;;105,008.7;"2023-08-21"
"2020-07-31";IBOV Index;PX_Last;;;102,912.2;"2023-08-21"
"2020-08-03";IBOV Index;PX_Last;;;102,830;"2023-08-21"
"2020-08-04";IBOV Index;PX_Last;;;101,215.9;"2023-08-21"
"2020-08-05";IBOV Index;PX_Last;;;102,801.8;"2023-08-21"
"2020-08-06";IBOV Index;PX_Last;;;104,125.6;"2023-08-21"
"2020-08-07";IBOV Index;PX_Last;;;102,775.5;"2023-08-21"
"2020-08-10";IBOV Index;PX_Last;;;103,444.5;"2023-08-21"
"2020-08-11";IBOV Index;PX_Last;;;102,174.4;"2023-08-21"
"2020-08-12";IBOV Index;PX_Last;;;102,117.8;"2023-08-21"
"2020-08-13";IBOV Index;PX_Last;;;100,460.6;"2023-08-21"
"2020-08-14";IBOV Index;PX_Last;;;101,353.5;"2023-08-21"
"2020-08-17";IBOV Index;PX_Last;;;99,595.41;"2023-08-21"
"2020-08-18";IBOV Index;PX_Last;;;102,065.4;"2023-08-21"
"2020-08-19";IBOV Index;PX_Last;;;100,853.7;"2023-08-21"
"2020-08-20";IBOV Index;PX_Last;;;101,467.9;"2023-08-21"
"2020-08-21";IBOV Index;PX_Last;;;101,521.3;"2023-08-21"
"2020-08-24";IBOV Index;PX_Last;;;102,298;"2023-08-21"
"2020-08-25";IBOV Index;PX_Last;;;102,117.6;"2023-08-21"
"2020-08-26";IBOV Index;PX_Last;;;100,627.3;"2023-08-21"
"2020-08-27";IBOV Index;PX_Last;;;100,623.6;"2023-08-21"
"2020-08-28";IBOV Index;PX_Last;;;102,142.9;"2023-08-21"
"2020-08-31";IBOV Index;PX_Last;;;99,369.15;"2023-08-21"
"2020-09-01";IBOV Index;PX_Last;;;102,167.6;"2023-08-21"
"2020-09-02";IBOV Index;PX_Last;;;101,911.1;"2023-08-21"
"2020-09-03";IBOV Index;PX_Last;;;100,721.4;"2023-08-21"
"2020-09-04";IBOV Index;PX_Last;;;101,241.7;"2023-08-21"
"2020-09-08";IBOV Index;PX_Last;;;100,050.4;"2023-08-21"
"2020-09-09";IBOV Index;PX_Last;;;101,292;"2023-08-21"
"2020-09-10";IBOV Index;PX_Last;;;98,834.59;"2023-08-21"
"2020-09-11";IBOV Index;PX_Last;;;98,363.22;"2023-08-21"
"2020-09-14";IBOV Index;PX_Last;;;100,274.5;"2023-08-21"
"2020-09-15";IBOV Index;PX_Last;;;100,297.9;"2023-08-21"
"2020-09-16";IBOV Index;PX_Last;;;99,675.68;"2023-08-21"
"2020-09-17";IBOV Index;PX_Last;;;100,097.8;"2023-08-21"
"2020-09-18";IBOV Index;PX_Last;;;98,289.71;"2023-08-21"
"2020-09-21";IBOV Index;PX_Last;;;96,990.72;"2023-08-21"
"2020-09-22";IBOV Index;PX_Last;;;97,293.54;"2023-08-21"
"2020-09-23";IBOV Index;PX_Last;;;95,734.82;"2023-08-21"
"2020-09-24";IBOV Index;PX_Last;;;97,012.07;"2023-08-21"
"2020-09-25";IBOV Index;PX_Last;;;96,999.38;"2023-08-21"
"2020-09-28";IBOV Index;PX_Last;;;94,666.37;"2023-08-21"
"2020-09-29";IBOV Index;PX_Last;;;93,580.35;"2023-08-21"
"2020-09-30";IBOV Index;PX_Last;;;94,603.38;"2023-08-21"
"2020-10-01";IBOV Index;PX_Last;;;95,478.52;"2023-08-21"
"2020-10-02";IBOV Index;PX_Last;;;94,015.68;"2023-08-21"
"2020-10-05";IBOV Index;PX_Last;;;96,089.19;"2023-08-21"
"2020-10-06";IBOV Index;PX_Last;;;95,615.03;"2023-08-21"
"2020-10-07";IBOV Index;PX_Last;;;95,526.26;"2023-08-21"
"2020-10-08";IBOV Index;PX_Last;;;97,919.73;"2023-08-21"
"2020-10-09";IBOV Index;PX_Last;;;97,483.31;"2023-08-21"
"2020-10-13";IBOV Index;PX_Last;;;98,502.82;"2023-08-21"
"2020-10-14";IBOV Index;PX_Last;;;99,334.43;"2023-08-21"
"2020-10-15";IBOV Index;PX_Last;;;99,054.06;"2023-08-21"
"2020-10-16";IBOV Index;PX_Last;;;98,309.12;"2023-08-21"
"2020-10-19";IBOV Index;PX_Last;;;98,657.65;"2023-08-21"
"2020-10-20";IBOV Index;PX_Last;;;100,539.8;"2023-08-21"
"2020-10-21";IBOV Index;PX_Last;;;100,552.4;"2023-08-21"
"2020-10-22";IBOV Index;PX_Last;;;101,917.7;"2023-08-21"
"2020-10-23";IBOV Index;PX_Last;;;101,259.8;"2023-08-21"
"2020-10-26";IBOV Index;PX_Last;;;101,017;"2023-08-21"
"2020-10-27";IBOV Index;PX_Last;;;99,605.54;"2023-08-21"
"2020-10-28";IBOV Index;PX_Last;;;95,368.76;"2023-08-21"
"2020-10-29";IBOV Index;PX_Last;;;96,582.16;"2023-08-21"
"2020-10-30";IBOV Index;PX_Last;;;93,952.4;"2023-08-21"
"2020-11-03";IBOV Index;PX_Last;;;95,979.71;"2023-08-21"
"2020-11-04";IBOV Index;PX_Last;;;97,866.81;"2023-08-21"
"2020-11-05";IBOV Index;PX_Last;;;100,751.4;"2023-08-21"
"2020-11-06";IBOV Index;PX_Last;;;100,925.11;"2023-08-21"
"2020-11-09";IBOV Index;PX_Last;;;103,515.16;"2023-08-21"
"2020-11-10";IBOV Index;PX_Last;;;105,066.96;"2023-08-21"
"2020-11-11";IBOV Index;PX_Last;;;104,808.83;"2023-08-21"
"2020-11-12";IBOV Index;PX_Last;;;102,507.01;"2023-08-21"
"2020-11-13";IBOV Index;PX_Last;;;104,723;"2023-08-21"
"2020-11-16";IBOV Index;PX_Last;;;106,429.92;"2023-08-21"
"2020-11-17";IBOV Index;PX_Last;;;107,248.63;"2023-08-21"
"2020-11-18";IBOV Index;PX_Last;;;106,119.09;"2023-08-21"
"2020-11-19";IBOV Index;PX_Last;;;106,669.9;"2023-08-21"
"2020-11-20";IBOV Index;PX_Last;;;106,042.48;"2023-08-21"
"2020-11-23";IBOV Index;PX_Last;;;107,378.92;"2023-08-21"
"2020-11-24";IBOV Index;PX_Last;;;109,786.3;"2023-08-21"
"2020-11-25";IBOV Index;PX_Last;;;110,132.53;"2023-08-21"
"2020-11-26";IBOV Index;PX_Last;;;110,227.09;"2023-08-21"
"2020-11-27";IBOV Index;PX_Last;;;110,575.47;"2023-08-21"
"2020-11-30";IBOV Index;PX_Last;;;108,893.32;"2023-08-21"
"2020-12-01";IBOV Index;PX_Last;;;111,399.91;"2023-08-21"
"2020-12-02";IBOV Index;PX_Last;;;111,878.53;"2023-08-21"
"2020-12-03";IBOV Index;PX_Last;;;112,291.59;"2023-08-21"
"2020-12-04";IBOV Index;PX_Last;;;113,750.22;"2023-08-21"
"2020-12-07";IBOV Index;PX_Last;;;113,589.77;"2023-08-21"
"2020-12-08";IBOV Index;PX_Last;;;113,793.06;"2023-08-21"
"2020-12-09";IBOV Index;PX_Last;;;113,001.16;"2023-08-21"
"2020-12-10";IBOV Index;PX_Last;;;115,128.63;"2023-08-21"
"2020-12-11";IBOV Index;PX_Last;;;115,128;"2023-08-21"
"2020-12-14";IBOV Index;PX_Last;;;114,611.12;"2023-08-21"
"2020-12-15";IBOV Index;PX_Last;;;116,148.63;"2023-08-21"
"2020-12-16";IBOV Index;PX_Last;;;117,857.35;"2023-08-21"
"2020-12-17";IBOV Index;PX_Last;;;118,400.57;"2023-08-21"
"2020-12-18";IBOV Index;PX_Last;;;118,023.67;"2023-08-21"
"2020-12-21";IBOV Index;PX_Last;;;115,822.57;"2023-08-21"
"2020-12-22";IBOV Index;PX_Last;;;116,636.18;"2023-08-21"
"2020-12-23";IBOV Index;PX_Last;;;117,806.85;"2023-08-21"
"2020-12-28";IBOV Index;PX_Last;;;119,123.7;"2023-08-21"
"2020-12-29";IBOV Index;PX_Last;;;119,409.15;"2023-08-21"
"2020-12-30";IBOV Index;PX_Last;;;119,017.24;"2023-08-21"
"2021-01-04";IBOV Index;PX_Last;;;118,854.71;"2023-08-21"
"2021-01-05";IBOV Index;PX_Last;;;119,376.21;"2023-08-21"
"2021-01-06";IBOV Index;PX_Last;;;119,100.08;"2023-08-21"
"2021-01-07";IBOV Index;PX_Last;;;122,385.92;"2023-08-21"
"2021-01-08";IBOV Index;PX_Last;;;125,076.63;"2023-08-21"
"2021-01-11";IBOV Index;PX_Last;;;123,255.13;"2023-08-21"
"2021-01-12";IBOV Index;PX_Last;;;123,998;"2023-08-21"
"2021-01-13";IBOV Index;PX_Last;;;121,933.08;"2023-08-21"
"2021-01-14";IBOV Index;PX_Last;;;123,480.52;"2023-08-21"
"2021-01-15";IBOV Index;PX_Last;;;120,348.8;"2023-08-21"
"2021-01-18";IBOV Index;PX_Last;;;121,241.63;"2023-08-21"
"2021-01-19";IBOV Index;PX_Last;;;120,636.39;"2023-08-21"
"2021-01-20";IBOV Index;PX_Last;;;119,646.4;"2023-08-21"
"2021-01-21";IBOV Index;PX_Last;;;118,328.99;"2023-08-21"
"2021-01-22";IBOV Index;PX_Last;;;117,380.49;"2023-08-21"
"2021-01-26";IBOV Index;PX_Last;;;116,464.06;"2023-08-21"
"2021-01-27";IBOV Index;PX_Last;;;115,882.3;"2023-08-21"
"2021-01-28";IBOV Index;PX_Last;;;118,883.25;"2023-08-21"
"2021-01-29";IBOV Index;PX_Last;;;115,067.55;"2023-08-21"
"2021-02-01";IBOV Index;PX_Last;;;117,517.57;"2023-08-21"
"2021-02-02";IBOV Index;PX_Last;;;118,233.81;"2023-08-21"
"2021-02-03";IBOV Index;PX_Last;;;119,724.72;"2023-08-21"
"2021-02-04";IBOV Index;PX_Last;;;119,260.82;"2023-08-21"
"2021-02-05";IBOV Index;PX_Last;;;120,240.26;"2023-08-21"
"2021-02-08";IBOV Index;PX_Last;;;119,696.36;"2023-08-21"
"2021-02-09";IBOV Index;PX_Last;;;119,471.62;"2023-08-21"
"2021-02-10";IBOV Index;PX_Last;;;118,435.33;"2023-08-21"
"2021-02-11";IBOV Index;PX_Last;;;119,299.83;"2023-08-21"
"2021-02-12";IBOV Index;PX_Last;;;119,428.72;"2023-08-21"
"2021-02-17";IBOV Index;PX_Last;;;120,355.79;"2023-08-21"
"2021-02-18";IBOV Index;PX_Last;;;119,198.97;"2023-08-21"
"2021-02-19";IBOV Index;PX_Last;;;118,430.53;"2023-08-21"
"2021-02-22";IBOV Index;PX_Last;;;112,667.7;"2023-08-21"
"2021-02-23";IBOV Index;PX_Last;;;115,227.46;"2023-08-21"
"2021-02-24";IBOV Index;PX_Last;;;115,667.78;"2023-08-21"
"2021-02-25";IBOV Index;PX_Last;;;112,256.36;"2023-08-21"
"2021-02-26";IBOV Index;PX_Last;;;110,035.17;"2023-08-21"
"2021-03-01";IBOV Index;PX_Last;;;110,334.83;"2023-08-21"
"2021-03-02";IBOV Index;PX_Last;;;111,539.8;"2023-08-21"
"2021-03-03";IBOV Index;PX_Last;;;111,183.95;"2023-08-21"
"2021-03-04";IBOV Index;PX_Last;;;112,690.17;"2023-08-21"
"2021-03-05";IBOV Index;PX_Last;;;115,202.23;"2023-08-21"
"2021-03-08";IBOV Index;PX_Last;;;110,611.58;"2023-08-21"
"2021-03-09";IBOV Index;PX_Last;;;111,330.62;"2023-08-21"
"2021-03-10";IBOV Index;PX_Last;;;112,776.49;"2023-08-21"
"2021-03-11";IBOV Index;PX_Last;;;114,983.76;"2023-08-21"
"2021-03-12";IBOV Index;PX_Last;;;114,160.4;"2023-08-21"
"2021-03-15";IBOV Index;PX_Last;;;114,850.74;"2023-08-21"
"2021-03-16";IBOV Index;PX_Last;;;114,018.78;"2023-08-21"
"2021-03-17";IBOV Index;PX_Last;;;116,549.44;"2023-08-21"
"2021-03-18";IBOV Index;PX_Last;;;114,835.43;"2023-08-21"
"2021-03-19";IBOV Index;PX_Last;;;116,221.58;"2023-08-21"
"2021-03-22";IBOV Index;PX_Last;;;114,978.86;"2023-08-21"
